article_id,url,title,section,in_training,word_count,dominant_topic,dominant_topic_prob,topic_0_prob,topic_1_prob,topic_2_prob,topic_3_prob,topic_4_prob,topic_5_prob,topic_6_prob,topic_7_prob,topic_8_prob,topic_9_prob,topic_10_prob,topic_11_prob,topic_12_prob,topic_13_prob,topic_14_prob
uk-news/2025/jan/25/prevent-not-set-up-to-stop-killers-like-rudakubana-as-uk-terror-threat-changes,https://www.theguardian.com/uk-news/2025/jan/25/prevent-not-set-up-to-stop-killers-like-rudakubana-as-uk-terror-threat-changes,Prevent ‘not set up’ to stop killers like Rudakubana as UK terror threat changes,UK news,no,1476,13,0.6916,0.0683,0.0,0.0001,0.1535,0.0256,0.0605,0.0001,0.0,0.0001,0.0001,0.0,0.0001,0.0,0.6916,0.0
world/2024/apr/11/hilary-cass-warns-kemi-badenoch-over-risks-of-conversion-practices-ban,https://www.theguardian.com/world/2024/apr/11/hilary-cass-warns-kemi-badenoch-over-risks-of-conversion-practices-ban,Hilary Cass warns Kemi Badenoch over risks of conversion practices ban,World news,no,688,3,0.5156,0.0814,0.0001,0.0001,0.5156,0.0001,0.111,0.0003,0.0001,0.0001,0.0002,0.0001,0.0001,0.0001,0.2534,0.0372
society/article/2024/may/18/once-you-take-choice-away-theres-nothing-left-assisted-dying-edges-closer-in-jersey-but-can-they-protect-against-a-duty-to-die,https://www.theguardian.com/society/article/2024/may/18/once-you-take-choice-away-theres-nothing-left-assisted-dying-edges-closer-in-jersey-but-can-they-protect-against-a-duty-to-die,"‘Once you take choice away, there’s nothing left’: assisted dying edges closer in Jersey, but can they protect against a ‘duty to die’?",Society,no,1284,13,0.5493,0.0001,0.0001,0.0456,0.0001,0.0001,0.0001,0.1881,0.0432,0.0001,0.1732,0.0001,0.0001,0.0001,0.5493,0.0001
environment/2024/oct/15/uk-risks-repeat-of-surging-energy-bills-amid-continued-reliance-on-gas,https://www.theguardian.com/environment/2024/oct/15/uk-risks-repeat-of-surging-energy-bills-amid-continued-reliance-on-gas,UK ‘risks repeat of surging energy bills’ amid continued reliance on gas,Environment,no,664,10,0.6844,0.0001,0.0001,0.0001,0.0002,0.0001,0.0001,0.0653,0.0001,0.0001,0.0001,0.6844,0.2491,0.0001,0.0001,0.0001
australia-news/2024/jan/11/nsw-government-clubgrants-tax-cut-scheme-issues-pokies-laws,https://www.theguardian.com/australia-news/2024/jan/11/nsw-government-clubgrants-tax-cut-scheme-issues-pokies-laws,NSW forced to claw back revenue after pokies clubs wrongly claim spending as ClubGrants,Australia news,no,746,14,0.6763,0.0001,0.0001,0.0001,0.0002,0.0001,0.0001,0.0002,0.0001,0.1382,0.0001,0.0001,0.184,0.0001,0.0002,0.6763
australia-news/2025/feb/17/artist-lindy-lee-quits-creative-australia-board-after-decision-to-dump-biennale-artist-ntwnfb,https://www.theguardian.com/australia-news/2025/feb/17/artist-lindy-lee-quits-creative-australia-board-after-decision-to-dump-biennale-artist-ntwnfb,Artist Lindy Lee quits Creative Australia board after ‘heartbreaking’ decision to dump Biennale pick,Art and design,no,761,2,0.7869,0.0001,0.0001,0.7869,0.0002,0.0001,0.0001,0.0002,0.0001,0.2116,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
australia-news/2023/may/28/only-12-of-35-dementia-units-promised-by-2023-australia-wide-are-operational-health-department-says,https://www.theguardian.com/australia-news/2023/may/28/only-12-of-35-dementia-units-promised-by-2023-australia-wide-are-operational-health-department-says,"Only 12 of 35 dementia units promised by 2023 Australia-wide are operational, health department says",Australia news,no,864,3,0.3802,0.0001,0.0001,0.0001,0.3802,0.0001,0.0001,0.0002,0.379,0.2397,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
law/2025/jan/14/andrew-malkinson-calls-miscarriage-of-justice-watchdogs-ex-head-shameless,https://www.theguardian.com/law/2025/jan/14/andrew-malkinson-calls-miscarriage-of-justice-watchdogs-ex-head-shameless,Andrew Malkinson calls miscarriage of justice watchdog’s ex-head ‘shameless’,Law,no,866,13,0.9756,0.0001,0.0001,0.0001,0.0002,0.0001,0.0001,0.0002,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.9756,0.0231
society/2024/feb/10/nottingham-inquiry-launched-into-death-of-woman-found-unconscious-in-ae,https://www.theguardian.com/society/2024/feb/10/nottingham-inquiry-launched-into-death-of-woman-found-unconscious-in-ae,Woman found under coat in Nottingham A&E died days later,Society,no,506,3,0.5388,0.0002,0.035,0.0002,0.5388,0.0001,0.0001,0.0003,0.0001,0.0002,0.1418,0.0002,0.0002,0.0001,0.2824,0.0001
uk-news/2023/dec/11/northern-ireland-police-data-breach-blamed-on-outdated-practices,https://www.theguardian.com/uk-news/2023/dec/11/northern-ireland-police-data-breach-blamed-on-outdated-practices,Northern Ireland police data breach blamed on outdated practices,UK news,no,561,13,0.6648,0.0001,0.0086,0.0001,0.0003,0.0443,0.0001,0.0003,0.1059,0.1749,0.0002,0.0001,0.0002,0.0001,0.6648,0.0001
world/2024/apr/24/germany-to-resume-funding-of-unrwa-aid-operations-in-gaza,https://www.theguardian.com/world/2024/apr/24/germany-to-resume-funding-of-unrwa-aid-operations-in-gaza,Germany to resume funding of Unrwa aid operations in Gaza,World news,no,575,7,0.8362,0.0001,0.0001,0.0001,0.0002,0.0001,0.0534,0.0002,0.8362,0.1086,0.0002,0.0001,0.0001,0.0001,0.0002,0.0001
world/article/2024/may/30/first-edition-diane-abbott-labour-party,https://www.theguardian.com/world/article/2024/may/30/first-edition-diane-abbott-labour-party,"Thursday briefing: Diane Abbott, Faiza Shaheen, and how the Labour party is changing",World news,no,2599,6,0.7672,0.0,0.0,0.0909,0.0001,0.0,0.0684,0.7672,0.0,0.0,0.0,0.0,0.0,0.0,0.0731,0.0
law/2025/mar/06/advocates-praise-recommendations-from-australian-sexual-violence-report-but-say-lack-of-radical-change-a-missed-opportunity,https://www.theguardian.com/law/2025/mar/06/advocates-praise-recommendations-from-australian-sexual-violence-report-but-say-lack-of-radical-change-a-missed-opportunity,Advocates praise recommendations from Australian sexual violence report but say lack of radical change a ‘missed opportunity’,Law,no,940,13,0.8966,0.0001,0.0001,0.0001,0.0002,0.0001,0.0001,0.0002,0.0001,0.1022,0.0001,0.0001,0.0001,0.0001,0.8966,0.0001
australia-news/2025/feb/05/queensland-university-apologises-for-hurt-after-jewish-group-heads-slide-showed-stereotype-at-anti-racism-event-ntwnfb,https://www.theguardian.com/australia-news/2025/feb/05/queensland-university-apologises-for-hurt-after-jewish-group-heads-slide-showed-stereotype-at-anti-racism-event-ntwnfb,Queensland university apologises for ‘hurt’ and ‘offence’ caused at anti-racism event,Australia news,no,732,2,0.4565,0.0762,0.056,0.4565,0.0002,0.0001,0.1257,0.0002,0.0001,0.2537,0.0001,0.0001,0.0001,0.0001,0.0308,0.0001
technology/2023/sep/19/elon-musk-neuralink-human-trials-brain-implant,https://www.theguardian.com/technology/2023/sep/19/elon-musk-neuralink-human-trials-brain-implant,Elon Musk’s Neuralink approved to recruit humans for brain-implant trial,Technology,no,344,9,0.5796,0.0674,0.0002,0.0002,0.0004,0.0002,0.0002,0.0004,0.2014,0.149,0.5796,0.0002,0.0002,0.0002,0.0003,0.0002
society/2024/apr/19/lemn-sissay-brilliant-plans-improve-child-social-care-ignored-ministers,https://www.theguardian.com/society/2024/apr/19/lemn-sissay-brilliant-plans-improve-child-social-care-ignored-ministers,Lemn Sissay: ‘brilliant’ plans to improve child social care ignored by ministers,Society,no,792,3,0.7429,0.0001,0.0001,0.0713,0.7429,0.0001,0.0001,0.0587,0.0001,0.0001,0.0002,0.0001,0.0001,0.0001,0.1259,0.0001
australia-news/2025/may/19/nsw-police-extraordinary-search-powers-a-blank-cheque-to-target-indigenous-youth-lawyers-say-ntwnfb,https://www.theguardian.com/australia-news/2025/may/19/nsw-police-extraordinary-search-powers-a-blank-cheque-to-target-indigenous-youth-lawyers-say-ntwnfb,"NSW police’s ‘extraordinary’ search powers a ‘blank cheque’ to target Indigenous youth, lawyers say",Australia news,no,1206,13,0.9989,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.9989,0.0001
news/2024/mar/20/corrections-and-clarifications,https://www.theguardian.com/news/2024/mar/20/corrections-and-clarifications,Corrections and clarifications,News,no,192,14,0.3287,0.2803,0.0832,0.1889,0.0006,0.0003,0.0003,0.0006,0.0003,0.0004,0.115,0.0003,0.0004,0.0003,0.0005,0.3287
society/2023/apr/13/council-failures-disabled-child-chronic-pain-three-years-watchdog,https://www.theguardian.com/society/2023/apr/13/council-failures-disabled-child-chronic-pain-three-years-watchdog,"Council’s failures left disabled child in chronic pain for three years, watchdog finds",Society,no,653,13,0.5398,0.0001,0.0001,0.0001,0.2753,0.0001,0.0001,0.0002,0.0001,0.0001,0.0504,0.1331,0.0001,0.0001,0.5398,0.0001
media/2024/oct/14/bbc-tim-davie-word-talent-banned-workplace-culture-review,https://www.theguardian.com/media/2024/oct/14/bbc-tim-davie-word-talent-banned-workplace-culture-review,BBC boss says word ‘talent’ banned as workplace culture review begins,Media,no,558,2,0.351,0.0002,0.0001,0.351,0.0003,0.0001,0.0001,0.2944,0.1466,0.0002,0.0002,0.0001,0.0002,0.0001,0.2062,0.0001
world/article/2024/may/10/australia-antarctic-science-division-ship-icebreaker-rsv-nuyina,https://www.theguardian.com/world/article/2024/may/10/australia-antarctic-science-division-ship-icebreaker-rsv-nuyina,Australia urged to boost Antarctic science and use second ship to increase number of voyages,World news,no,675,8,0.7191,0.0001,0.0001,0.0001,0.0002,0.0001,0.0001,0.0002,0.0108,0.7191,0.0002,0.0001,0.2346,0.0341,0.0002,0.0001
world/2024/apr/22/israel-unrwa-staff-terrorist-links-yet-to-provide-evidence-colonna-report,https://www.theguardian.com/world/2024/apr/22/israel-unrwa-staff-terrorist-links-yet-to-provide-evidence-colonna-report,"Israel has yet to provide evidence of Unrwa staff terrorist links, Colonna report says",World news,no,1015,7,0.9408,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.9408,0.0581,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
society/article/2024/jul/25/sunak-rejected-advice-release-prisoners-early-while-pm-overcrowding,https://www.theguardian.com/society/article/2024/jul/25/sunak-rejected-advice-release-prisoners-early-while-pm-overcrowding,Sunak rejected advice to release prisoners early a year ago,Society,no,897,13,0.568,0.0001,0.1136,0.0001,0.0002,0.0001,0.0001,0.3173,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.568,0.0001
australia-news/article/2024/jun/24/supermarkets-could-face-billions-in-fines-for-grocery-code-breaches-as-labor-commits-to-reforms,https://www.theguardian.com/australia-news/article/2024/jun/24/supermarkets-could-face-billions-in-fines-for-grocery-code-breaches-as-labor-commits-to-reforms,Supermarkets could face billions in fines for grocery code breaches as Labor commits to reforms,Business,no,535,8,0.5722,0.0001,0.0526,0.0001,0.0003,0.0001,0.0001,0.2151,0.0001,0.5722,0.0002,0.0001,0.1585,0.0001,0.0002,0.0001
society/2024/oct/17/from-the-cliff-edge-to-the-dwp-what-will-uk-carers-allowance-review-look-at,https://www.theguardian.com/society/2024/oct/17/from-the-cliff-edge-to-the-dwp-what-will-uk-carers-allowance-review-look-at,From the ‘cliff edge’ to the DWP: what will UK carer’s allowance review look at?,Society,no,890,14,0.9987,0.0001,0.0001,0.0001,0.0002,0.0001,0.0001,0.0002,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.9987
world/2025/aug/06/wednesday-briefing-how-sentencing-policies-have-led-to-a-failing-prison-system-in-the-uk,https://www.theguardian.com/world/2025/aug/06/wednesday-briefing-how-sentencing-policies-have-led-to-a-failing-prison-system-in-the-uk,Wednesday briefing: How ​sentencing ​policies ​have led to a failing prison system in the UK,World news,no,1824,6,0.4716,0.0705,0.0,0.0,0.0001,0.1118,0.0618,0.4716,0.0,0.0001,0.0001,0.0,0.0001,0.0,0.2838,0.0
education/article/2024/jul/26/labour-halts-tory-law-freedom-of-speech-universities-education,https://www.theguardian.com/education/article/2024/jul/26/labour-halts-tory-law-freedom-of-speech-universities-education,Labour halts Tory law on freedom of speech in English universities,Education,no,922,0,0.4,0.4,0.0001,0.0001,0.1647,0.0001,0.0001,0.3328,0.0001,0.1016,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
world/2023/sep/19/first-edition-birmingham-city-council-bankrupt,https://www.theguardian.com/world/2023/sep/19/first-edition-birmingham-city-council-bankrupt,Tuesday briefing: Birmingham’s long road back from the brink of bankruptcy,World news,no,2346,6,0.4824,0.0683,0.0,0.2384,0.0001,0.0109,0.0,0.4824,0.0,0.0,0.0068,0.0,0.0054,0.0,0.1038,0.0838
australia-news/2023/aug/23/cost-of-living-crisis-what-is-albanese-government-doing-taskforce-expert-panel-competition-review-inflation-prices-economy,https://www.theguardian.com/australia-news/2023/aug/23/cost-of-living-crisis-what-is-albanese-government-doing-taskforce-expert-panel-competition-review-inflation-prices-economy,Cost-of-living crisis: Albanese government launches taskforce to review competition in bid to ease pressures,Australia news,no,640,6,0.3538,0.0001,0.0001,0.0618,0.0002,0.0001,0.0001,0.3538,0.0001,0.1819,0.0002,0.0962,0.305,0.0001,0.0002,0.0001
australia-news/2023/apr/06/albanese-government-commits-to-half-of-inland-rail-project-after-blowouts-delay-and-mismanagement,https://www.theguardian.com/australia-news/2023/apr/06/albanese-government-commits-to-half-of-inland-rail-project-after-blowouts-delay-and-mismanagement,"Albanese government commits to half of Inland Rail project after blowouts, delay and mismanagement",Australia news,no,962,8,0.4077,0.0001,0.0001,0.0001,0.0002,0.0001,0.0001,0.0002,0.0001,0.4077,0.0001,0.0001,0.2301,0.3612,0.0001,0.0001
society/2024/nov/22/leaked-prison-blueprints-prompt-fears-of-drug-smuggling-and-escape-attempts,https://www.theguardian.com/society/2024/nov/22/leaked-prison-blueprints-prompt-fears-of-drug-smuggling-and-escape-attempts,Prison blueprints leak sparks security alert in jails in England and Wales,Society,no,487,13,0.8303,0.0002,0.0351,0.0002,0.0003,0.0001,0.0708,0.0003,0.032,0.0002,0.0002,0.03,0.0002,0.0001,0.8303,0.0001
world/2023/apr/06/indian-government-accused-of-rewriting-history-after-edits-to-schoolbooks,https://www.theguardian.com/world/2023/apr/06/indian-government-accused-of-rewriting-history-after-edits-to-schoolbooks,Indian government accused of rewriting history after edits to schoolbooks,World news,no,703,5,0.6826,0.2637,0.0001,0.0001,0.0521,0.0001,0.6826,0.0002,0.0001,0.0001,0.0002,0.0001,0.0001,0.0001,0.0002,0.0001
uk-news/2023/oct/10/cabinet-turmoil-uk-dismal-response-covid-inquiry-told,https://www.theguardian.com/uk-news/2023/oct/10/cabinet-turmoil-uk-dismal-response-covid-inquiry-told,"Cabinet turmoil a key reason for ‘dismal’ UK response to Covid, inquiry told",UK news,no,575,14,0.6798,0.0001,0.0001,0.0001,0.3183,0.0001,0.0001,0.0003,0.0001,0.0002,0.0002,0.0001,0.0002,0.0001,0.0002,0.6798
society/2024/apr/28/online-casino-firm-888com-to-withdraw-uk-adverts-after-backlash,https://www.theguardian.com/society/2024/apr/28/online-casino-firm-888com-to-withdraw-uk-adverts-after-backlash,Online casino firm 888.com to withdraw UK adverts after backlash,Society,no,755,14,0.3093,0.2323,0.0001,0.0001,0.0002,0.0001,0.0001,0.16,0.0001,0.0001,0.1087,0.0001,0.1888,0.0001,0.0001,0.3093
australia-news/2023/dec/08/mental-health-app-project-synergy-scrapped-why,https://www.theguardian.com/australia-news/2023/dec/08/mental-health-app-project-synergy-scrapped-why,"Mental health app that cost Australian taxpayers $33m did not result in ‘clinical outcomes’, study finds",Australia news,no,582,3,0.4221,0.0001,0.0001,0.0144,0.4221,0.0001,0.0001,0.0002,0.0995,0.2709,0.0561,0.0001,0.1359,0.0001,0.0002,0.0001
business/2025/jul/04/teesside-net-zero-deindustrialisation-reform-uk,https://www.theguardian.com/business/2025/jul/04/teesside-net-zero-deindustrialisation-reform-uk,‘An unjust transition’? Teesside locals divided over net zero after deindustrialisation,Business,no,1952,6,0.6832,0.0,0.0,0.0,0.0001,0.0641,0.0,0.6832,0.0,0.0,0.0001,0.0324,0.2199,0.0,0.0001,0.0
society/2025/mar/30/best-that-exists-globally-how-south-australias-domestic-disclosure-scheme-provides-relief-and-freedom-ntwnfb,https://www.theguardian.com/society/2025/mar/30/best-that-exists-globally-how-south-australias-domestic-disclosure-scheme-provides-relief-and-freedom-ntwnfb,‘Best that exists globally’: South Australia’s domestic violence disclosure scheme provides relief and freedom,Society,no,1468,13,0.8426,0.0001,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,0.0523,0.0001,0.0001,0.1044,0.0,0.8426,0.0
australia-news/2024/feb/29/raise-income-support-payments-parliamentary-inquiry-urges-albanese,https://www.theguardian.com/australia-news/2024/feb/29/raise-income-support-payments-parliamentary-inquiry-urges-albanese,"Raise income support payments, parliamentary inquiry urges Albanese",Australia news,no,489,8,0.3707,0.0001,0.0001,0.0593,0.1748,0.0071,0.0001,0.0003,0.0001,0.3707,0.0002,0.1729,0.0002,0.0001,0.0002,0.2138
uk-news/2024/oct/15/labour-to-set-up-review-after-carers-allowance-overpayments-scandal,https://www.theguardian.com/uk-news/2024/oct/15/labour-to-set-up-review-after-carers-allowance-overpayments-scandal,Minister vows to end scandal that left thousands of UK carers in debt,Society,no,987,14,0.9987,0.0001,0.0001,0.0001,0.0002,0.0001,0.0001,0.0002,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.9987
society/article/2024/jul/15/england-healthcare-watchdog-cqc-apology-regulatory-approach,https://www.theguardian.com/society/article/2024/jul/15/england-healthcare-watchdog-cqc-apology-regulatory-approach,England’s healthcare watchdog apologises over ‘new regulatory approach’,Society,no,527,7,0.6466,0.0001,0.0001,0.0001,0.1919,0.0001,0.0001,0.0003,0.6466,0.1597,0.0002,0.0001,0.0002,0.0001,0.0002,0.0001
australia-news/2023/mar/09/no-room-for-mediocrity-in-voice-referendum-wording-working-group-member-says,https://www.theguardian.com/australia-news/2023/mar/09/no-room-for-mediocrity-in-voice-referendum-wording-working-group-member-says,"‘No room for mediocrity’ in voice referendum wording, working group member says",Australia news,no,775,8,0.4734,0.0001,0.0001,0.0001,0.0002,0.0001,0.0001,0.0909,0.3828,0.4734,0.0001,0.0001,0.0001,0.0001,0.0001,0.0518
politics/2023/mar/05/hancock-plotted-to-oust-nhs-england-chief-simon-stevens-whatsapp-leak-shows,https://www.theguardian.com/politics/2023/mar/05/hancock-plotted-to-oust-nhs-england-chief-simon-stevens-whatsapp-leak-shows,"Matt Hancock plotted to oust NHS England chief, WhatsApp leak shows",Politics,no,792,14,0.4428,0.0001,0.0001,0.0001,0.3425,0.0001,0.0001,0.1394,0.0001,0.0001,0.0001,0.0001,0.0001,0.0742,0.0001,0.4428
